469,  99, 100, 326
470, 326, 325,  99
471, 100,   9, 101
472, 101, 326, 100
473,  84, 316, 327
474, 327,  85,  84
475, 316, 317, 328
476, 328, 327, 316
477, 317, 318, 329
478, 329, 328, 317
479, 318, 319, 330
480, 330, 329, 318
481, 319, 320, 331
482, 331, 330, 319
483, 320, 321, 332
484, 332, 331, 320
485, 321, 322, 333
486, 333, 332, 321
487, 322, 323, 334
488, 334, 333, 322
489, 323, 324, 335
490, 335, 334, 323
491, 324, 325, 336
492, 336, 335, 324
493, 325, 326, 337
494, 337, 336, 325
495, 326, 101, 102
496, 102, 337, 326
497,  85, 327, 338
498, 338,  86,  85
499, 327, 328, 339
500, 339, 338, 327
501, 328, 329, 340
502, 340, 339, 328
503, 329, 330, 341
504, 341, 340, 329
505, 330, 331, 342
506, 342, 341, 330
507, 331, 332, 343
508, 343, 342, 331
509, 332, 333, 344
510, 344, 343, 332
511, 333, 334, 345
512, 345, 344, 333
513, 334, 335, 346
514, 346, 345, 334
515, 335, 336, 347
516, 347, 346, 335
517, 336, 337, 348
518, 348, 347, 336
519, 337, 102, 103
520, 103, 348, 337
521,  86, 338, 349
522, 349,  87,  86
523, 338, 339, 350
524, 350, 349, 338
525, 339, 340, 351
526, 351, 350, 339
527, 340, 341, 352
528, 352, 351, 340
529, 341, 342, 353
530, 353, 352, 341
531, 342, 343, 354
532, 354, 353, 342
533, 343, 344, 355
534, 355, 354, 343
535, 344, 345, 356
536, 356, 355, 344
537, 345, 346, 357
538, 357, 356, 345
539, 346, 347, 358
540, 358, 357, 346
541, 347, 348, 359
542, 359, 358, 347
543, 348, 103, 104
544, 104, 359, 348
545,  87, 349, 360
546, 360,  88,  87
547, 349, 350, 361
548, 361, 360, 349
549, 350, 351, 362
550, 362, 361, 350
551, 351, 352, 363
552, 363, 362, 351
553, 352, 353, 364
554, 364, 363, 352
555, 353, 354, 365
556, 365, 364, 353
557, 354, 355, 366
558, 366, 365, 354
559, 355, 356, 367
560, 367, 366, 355
561, 356, 357, 368
562, 368, 367, 356
563, 357, 358, 369
564, 369, 368, 357
565, 358, 359, 370
566, 370, 369, 358
567, 359, 104, 105
568, 105, 370, 359
569,  88, 360, 371
570, 371,  89,  88
571, 360, 361, 372
572, 372, 371, 360
573, 361, 362, 373
574, 373, 372, 361
575, 362, 363, 374
576, 374, 373, 362
577, 363, 364, 375
578, 375, 374, 363
579, 364, 365, 376
580, 376, 375, 364
581, 365, 366, 377
582, 377, 376, 365
583, 366, 367, 378
584, 378, 377, 366
585, 367, 368, 379
586, 379, 378, 367
587, 368, 369, 380
588, 380, 379, 368
589, 369, 370, 381
590, 381, 380, 369
591, 370, 105, 106
592, 106, 381, 370
593,  89, 371, 117
594, 117,   4,  89
595, 371, 372, 116
596, 116, 117, 371
597, 372, 373, 115
598, 115, 116, 372
599, 373, 374, 114
600, 114, 115, 373
601, 374, 375, 113
602, 113, 114, 374
603, 375, 376, 112
604, 112, 113, 375
605, 376, 377, 111
606, 111, 112, 376
607, 377, 378, 110
608, 110, 111, 377
609, 378, 379, 109
610, 109, 110, 378
611, 379, 380, 108
612, 108, 109, 379
613, 380, 381, 107
614, 107, 108, 380
615, 381, 106,  10
616,  10, 107, 381
617,  10, 118, 107
618, 118, 382, 107
619, 118, 119, 383
620, 383, 382, 118
621, 119, 120, 384
622, 384, 383, 119
623, 120, 121, 385
624, 385, 384, 120
625, 121, 122, 386
626, 386, 385, 121
627, 122, 123, 387
628, 387, 386, 122
629, 123, 124, 388
630, 388, 387, 123
631, 124, 125, 389
632, 389, 388, 124
633, 125, 126, 390
634, 390, 389, 125
635, 126, 127, 391
636, 391, 390, 126
637, 127, 128, 392
638, 392, 391, 127
639, 128, 129, 393
640, 393, 392, 128
641, 129,  11, 130
642, 130, 393, 129
643, 107, 382, 108
644, 382, 394, 108
645, 382, 383, 394
646, 383, 395, 394
647, 383, 384, 396
648, 396, 395, 383
649, 384, 385, 397
650, 397, 396, 384
651, 385, 386, 398
652, 398, 397, 385
653, 386, 387, 399
654, 399, 398, 386
655, 387, 388, 400
656, 400, 399, 387
657, 388, 389, 401
658, 401, 400, 388
659, 389, 390, 402
660, 402, 401, 389
661, 390, 391, 403
662, 403, 402, 390
663, 391, 392, 404
664, 404, 403, 391
665, 392, 393, 405
666, 405, 404, 392
667, 393, 130, 131
668, 131, 405, 393
669, 108, 394, 109
670, 394, 406, 109
671, 394, 395, 406
672, 395, 407, 406
673, 395, 396, 408
674, 408, 407, 395
675, 396, 397, 409
676, 409, 408, 396
677, 397, 398, 410
678, 410, 409, 397
679, 398, 399, 411
680, 411, 410, 398
681, 399, 400, 412
682, 412, 411, 399
683, 400, 401, 413
684, 413, 412, 400
685, 401, 402, 414
686, 414, 413, 401
687, 402, 403, 415
688, 415, 414, 402
689, 403, 404, 416
690, 416, 415, 403
691, 404, 405, 417
692, 417, 416, 404
693, 405, 131, 132
694, 132, 417, 405
695, 109, 406, 110
696, 406, 418, 110
697, 406, 407, 418
698, 407, 419, 418
699, 407, 408, 420
700, 420, 419, 407
701, 408, 409, 421
702, 421, 420, 408
703, 409, 410, 422
704, 422, 421, 409
705, 410, 411, 423
706, 423, 422, 410
707, 411, 412, 424
708, 424, 423, 411
709, 412, 413, 425
710, 425, 424, 412
711, 413, 414, 426
712, 426, 425, 413
713, 414, 415, 427
714, 427, 426, 414
715, 415, 416, 428
716, 428, 427, 415
717, 416, 417, 429
718, 429, 428, 416
719, 417, 132, 133
720, 133, 429, 417
721, 110, 418, 111
722, 418, 430, 111
723, 418, 419, 430
724, 419, 431, 430
725, 419, 420, 432
726, 432, 431, 419
727, 420, 421, 433
728, 433, 432, 420
729, 421, 422, 434
730, 434, 433, 421
731, 422, 423, 435
732, 435, 434, 422
733, 423, 424, 436
734, 436, 435, 423
735, 424, 425, 437
736, 437, 436, 424
737, 425, 426, 438
738, 438, 437, 425
739, 426, 427, 439
740, 439, 438, 426
741, 427, 428, 440
742, 440, 439, 427
743, 428, 429, 441
744, 441, 440, 428
745, 429, 133, 134
746, 134, 441, 429
747, 111, 430, 112
748, 430, 442, 112
749, 430, 431, 442
750, 431, 443, 442
751, 431, 432, 444
752, 444, 443, 431
753, 432, 433, 445
754, 445, 444, 432
755, 433, 434, 446
756, 446, 445, 433
757, 434, 435, 447
758, 447, 446, 434
759, 435, 436, 448
760, 448, 447, 435
761, 436, 437, 449
762, 449, 448, 436
763, 437, 438, 450
764, 450, 449, 437
765, 438, 439, 451
766, 451, 450, 438
767, 439, 440, 452
768, 452, 451, 439
769, 440, 441, 453
770, 453, 452, 440
771, 441, 134, 135
772, 135, 453, 441
773, 112, 442, 113
774, 442, 454, 113
775, 442, 443, 454
776, 443, 455, 454
777, 443, 444, 456
778, 456, 455, 443
779, 444, 445, 457
780, 457, 456, 444
781, 445, 446, 458
782, 458, 457, 445
783, 446, 447, 459
784, 459, 458, 446
785, 447, 448, 460
786, 460, 459, 447
787, 448, 449, 461
788, 461, 460, 448
789, 449, 450, 462
790, 462, 461, 449
791, 450, 451, 463
792, 463, 462, 450
793, 451, 452, 464
794, 464, 463, 451
795, 452, 453, 465
796, 465, 464, 452
797, 453, 135, 136
798, 136, 465, 453
799, 113, 454, 114
800, 454, 466, 114
801, 454, 455, 466
802, 455, 467, 466
803, 455, 456, 468
804, 468, 467, 455
805, 456, 457, 469
806, 469, 468, 456
807, 457, 458, 470
808, 470, 469, 457
809, 458, 459, 471
810, 471, 470, 458
811, 459, 460, 472
812, 472, 471, 459
813, 460, 461, 473
814, 473, 472, 460
815, 461, 462, 474
816, 474, 473, 461
817, 462, 463, 475
818, 475, 474, 462
819, 463, 464, 476
820, 476, 475, 463
821, 464, 465, 477
822, 477, 476, 464
823, 465, 136, 137
824, 137, 477, 465
825, 114, 466, 115
826, 466, 478, 115
827, 466, 467, 478
828, 467, 479, 478
829, 467, 468, 480
830, 480, 479, 467
831, 468, 469, 481
832, 481, 480, 468
833, 469, 470, 482
834, 482, 481, 469
835, 470, 471, 483
836, 483, 482, 470
837, 471, 472, 484
838, 484, 483, 471
839, 472, 473, 485
840, 485, 484, 472
841, 473, 474, 486
842, 486, 485, 473
843, 474, 475, 487
844, 487, 486, 474
845, 475, 476, 488
846, 488, 487, 475
847, 476, 477, 489
848, 489, 488, 476
849, 477, 137, 138
850, 138, 489, 477
851, 115, 478, 116
852, 478, 490, 116
853, 478, 479, 490
854, 479, 491, 490
855, 479, 480, 491
856, 480, 492, 491
857, 480, 481, 493
858, 493, 492, 480
859, 481, 482, 494
860, 494, 493, 481
861, 482, 483, 495
862, 495, 494, 482
863, 483, 484, 496
864, 496, 495, 483
865, 484, 485, 497
866, 497, 496, 484
867, 485, 486, 498
868, 498, 497, 485
869, 486, 487, 499
870, 499, 498, 486
871, 487, 488, 500
872, 500, 499, 487
873, 488, 489, 501
874, 501, 500, 488
875, 489, 138, 139
876, 139, 501, 489
877, 116, 490, 117
878, 490, 502, 117
879, 490, 491, 502
880, 491, 503, 502
881, 491, 492, 503
882, 492, 504, 503
883, 492, 493, 505
884, 505, 504, 492
885, 493, 494, 506
886, 506, 505, 493
887, 494, 495, 507
888, 507, 506, 494
889, 495, 496, 508
890, 508, 507, 495
891, 496, 497, 509
892, 509, 508, 496
893, 497, 498, 510
894, 510, 509, 497
895, 498, 499, 511
896, 511, 510, 498
897, 499, 500, 512
898, 512, 511, 499
899, 500, 501, 513
900, 513, 512, 500
901, 501, 139, 140
902, 140, 513, 501
903, 117, 502,   4
904, 502,  38,   4
905, 502, 503,  39
906,  39,  38, 502
907, 503, 504,  40
908,  40,  39, 503
909, 504, 505,  41
910,  41,  40, 504
911, 505, 506,  42
912,  42,  41, 505
913, 506, 507,  43
914,  43,  42, 506
915, 507, 508,  44
916,  44,  43, 507
917, 508, 509,  45
918,  45,  44, 508
919, 509, 510,  46
920,  46,  45, 509
921, 510, 511,  47
922,  47,  46, 510
923, 511, 512,  48
924,  48,  47, 511
925, 512, 513,  49
926,  49,  48, 512
927, 513, 140,   1
928,   1,  49, 513
